prompt,response
"115,29 ,FR,False,Finist̬re,7,f35691e8-878a-4b62-90d8-3de2fb7fae1e,2008-04-30 00:00:00","{'stateprovinceid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'stateprovincecode': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'countryregioncode': {'type': 'character varying', 'constraints': ['FOREIGN KEY']}, 'isonlystateprovinceflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"150,EM,False,,Michael,T,Vanderhyde,,2,,'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',944ae1f8-e154-4752-9a24-8e8fe85156f3,2009-02-19 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'persontype': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'namestyle': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'title': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'firstname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'middlename': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'lastname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'suffix': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'emailpromotion': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'additionalcontactinfo': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"149,2011-06-11 00:00:00,USD,DEM,1.9292,1.9287,2011-06-11 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"374,Immense Manufacturing Company,277,'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1998</YearOpened><Specialty>Touring</Specialty><SquareFeet>76000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>73</NumberEmployees></StoreSurvey>',f948f121-09c9-46d4-a783-63ead859a044,2014-09-12 11:15:07.497000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"NE,Niger,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"29,LB ,CA,False,Labrador,6,9847c998-a7bf-4a66-bbac-75939b092cc0,2014-02-08 10:17:21.587000","{'stateprovinceid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'stateprovincecode': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'countryregioncode': {'type': 'character varying', 'constraints': ['FOREIGN KEY']}, 'isonlystateprovinceflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"201,907397d4-4710-449d-83a9-d9ca4021aa19,2017-12-13 13:20:33.790000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"PH,Philippines,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"PTE,Portuguese Escudo,2008-04-30 00:00:00","{'currencycode': {'type': 'character', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"159,813,1,10,2011-06-05 00:00:00,2011-06-16 00:00:00,2011-06-05 00:00:00,2011-06-23 00:00:00,4.1000,92.25,92.25,2011-06-23 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"178,568626529,adventure-works\john3,Production Technician - WC30,1982-03-24,S,M,2009-03-03,False,27,33,True,96c7eab1-6dea-4c59-afd8-923f0e8de1f6,2014-06-30 00:00:00,/3/1/18/12/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'loginid': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'jobtitle': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'birthdate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'maritalstatus': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'gender': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'hiredate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'salariedflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'vacationhours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'currentflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'organizationnode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}}"
"8,6387 Scenic Avenue,,Bothell,79,98011,<memory at 0x000001E01095CA00>,3715e813-4dca-49e0-8f1c-31857d21f269,2008-12-17 00:00:00","{'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'addressline1': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'addressline2': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'city': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'postalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'spatiallocation': {'type': 'bytea', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"INR,Indian Rupee,2008-04-30 00:00:00","{'currencycode': {'type': 'character', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"156,156,lane0@adventure-works.com,e98104a0-7f15-4938-aadc-e0ee658dfbf3,2009-01-04 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'emailaddressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'emailaddress': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"CO,Colombia,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"26,2011-06-01 00:00:00,USD,VEB,634.25,634.24,2011-06-01 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"MN,Mongolia,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"277,2011-05-31 00:00:00,565000,d1f92ec2-0c55-47d4-be71-54b37223d19f,2011-04-16 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'quotadate': {'type': 'timestamp without time zone', 'constraints': ['PRIMARY KEY']}, 'salesquota': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1638,INLINEA0001,Inline Accessories,1,True,True,,2012-01-25 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'creditrating': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'preferredvendorstatus': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'activeflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchasingwebserviceurl': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"606,Speedometer Sales,288,'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1995</YearOpened><Specialty>Road</Specialty><SquareFeet>39000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>37</NumberEmployees></StoreSurvey>',56c01043-10b4-487e-8d55-48c1268bce1d,2014-09-12 11:15:07.497000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43677,161,8E3A-4564-99,2,765,1,419.4589,0,1a09403c-906a-4983-bc06-2f7ea446b979,2011-05-31 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'carriertrackingnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'specialofferid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'unitpricediscount': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"352,Tiny Bike Boutique,279,'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1978</YearOpened><Specialty>Road</Specialty><SquareFeet>6000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>4</NumberEmployees></StoreSurvey>',1d65dd5a-a7c8-4ac1-a2b6-76ad4a5946bd,2014-09-12 11:15:07.497000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"74,7,3,2009-01-07,,2009-01-06 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'departmentid': {'type': 'smallint', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'shiftid': {'type': 'smallint', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'startdate': {'type': 'date', 'constraints': ['PRIMARY KEY']}, 'enddate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43815,8,2011-06-26 00:00:00,2011-07-08 00:00:00,2011-07-03 00:00:00,5,True,,10-4030-016494,16494,,9,15915,15915,1,12070,734608Vi62400,340,3578.27,286.2616,89.4568,3953.9884,,f6a9d942-b3b4-463b-aaaf-af1eab874361,2011-07-03 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'onlineorderflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchaseordernumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'customerid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'billtoaddressid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shiptoaddressid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'creditcardid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'currencyrateid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'totaldue': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'comment': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1636,INTEGRAT0001,Integrated Sport Products,1,True,True,,2012-01-17 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'creditrating': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'preferredvendorstatus': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'activeflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchasingwebserviceurl': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"66,SA ,AU,False,South Australia,9,dcae37cd-fd8d-41fe-90ed-edad22b63dc8,2014-02-08 10:17:21.587000","{'stateprovinceid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'stateprovincecode': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'countryregioncode': {'type': 'character varying', 'constraints': ['FOREIGN KEY']}, 'isonlystateprovinceflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"82,7,2,2010-03-03,,2010-03-02 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'departmentid': {'type': 'smallint', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'shiftid': {'type': 'smallint', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'startdate': {'type': 'date', 'constraints': ['PRIMARY KEY']}, 'enddate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"18,ColonialVoice,77773971683137,8,2007,2011-12-29 00:00:00","{'creditcardid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'cardtype': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'cardnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'expmonth': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'expyear': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"195,,676,9,cd4cc2c3-9fb4-4dab-95cc-a054b1171786,2014-09-12 11:15:07.263000","{'customerid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'personid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'storeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"546,545,11,3727765d-aeed-4215-bb76-6fc57b9d727a,2017-12-13 13:21:10.210000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'personid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'contacttypeid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43704,8,2011-06-01 00:00:00,2011-06-13 00:00:00,2011-06-08 00:00:00,5,True,,10-4030-011005,11005,,9,16025,16025,1,1988,835095Vi10342,15,3374.99,269.9992,84.3748,3729.364,,b09af2d1-243d-444f-9784-fcfceb3fbb0a,2011-06-08 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'onlineorderflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchaseordernumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'customerid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'billtoaddressid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shiptoaddressid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'creditcardid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'currencyrateid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'totaldue': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'comment': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"IS,ISK,2014-02-08 10:17:21.510000","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'currencycode': {'type': 'character', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1,828,c8a7b3ff-1322-4031-aa96-1bc38f09a7ca,2011-04-01 00:00:00","{'specialofferid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"36,34 Waterloo Road,,Melbourne,77,3000,<memory at 0x000001E010B3CA00>,18e590a6-a500-48b5-b092-9e0b59816436,2013-05-23 00:00:00","{'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'addressline1': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'addressline2': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'city': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'postalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'spatiallocation': {'type': 'bytea', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"191,EM,False,,Lionel,C,Penuchot,,1,,'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',55b6eb95-61ed-4458-9bfb-f0560f001970,2009-02-19 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'persontype': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'namestyle': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'title': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'firstname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'middlename': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'lastname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'suffix': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'emailpromotion': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'additionalcontactinfo': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
