prompt,response
"42,339712426,adventure-works\james0,Production Technician - WC60,1984-07-25,M,M,2008-12-27,False,39,39,True,82e52d5a-165b-4c6d-9773-c3a6b6332ecd,2014-06-30 00:00:00,/3/1/2/2/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"43,693325305,adventure-works\nancy0,Production Technician - WC60,1988-11-19,M,F,2009-01-02,False,34,37,True,6b7eb306-9a00-496a-98a9-4e94fe72f77c,2014-06-30 00:00:00,/3/1/2/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"44,276751903,adventure-works\simon0,Production Technician - WC60,1990-05-17,S,M,2008-12-08,False,38,39,True,f734d38a-56b5-471e-8ded-a682e958a9b3,2014-06-30 00:00:00,/3/1/2/4/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"45,500412746,adventure-works\thomas0,Production Technician - WC60,1986-01-10,M,M,2009-02-26,False,37,38,True,8ff3af67-32f2-4a08-98c3-a40f842d41a3,2014-06-30 00:00:00,/3/1/2/5/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"46,66073987,adventure-works\eugene1,Production Technician - WC60,1976-02-10,S,M,2009-02-08,False,36,38,True,33543b35-77da-4600-a41b-1eafea0ad643,2014-06-30 00:00:00,/3/1/2/6/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"47,33237992,adventure-works\andrew0,Production Supervisor - WC10,1988-09-06,S,M,2009-02-22,False,65,52,True,08365b05-c143-4260-a93c-6b69418b1946,2014-06-30 00:00:00,/3/1/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"48,690627818,adventure-works\ruth0,Production Technician - WC10,1956-06-04,M,F,2008-01-06,False,83,61,True,3e3b6905-209e-442e-b8a8-9a0980241c6a,2014-06-30 00:00:00,/3/1/3/1/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"49,912265825,adventure-works\barry0,Production Technician - WC10,1956-03-26,S,M,2008-01-07,False,88,64,True,756a60ae-378f-43d8-9f93-1e821d1eaf52,2014-06-30 00:00:00,/3/1/3/2/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"50,844973625,adventure-works\sidney0,Production Technician - WC10,1956-08-30,M,M,2008-02-02,False,84,62,True,40d603d9-7f99-48b7-a580-b17cf429bed2,2014-06-30 00:00:00,/3/1/3/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"51,132674823,adventure-works\jeffrey0,Production Technician - WC10,1956-07-11,S,M,2008-02-20,False,85,62,True,6e086f41-b81d-4bdc-9f13-0eec488dc43e,2014-06-30 00:00:00,/3/1/3/4/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"52,565090917,adventure-works\doris0,Production Technician - WC10,1956-04-04,M,F,2008-03-10,False,86,63,True,692b8826-03b4-4c3b-82fc-1fc6f1409689,2014-06-30 00:00:00,/3/1/3/5/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"53,9659517,adventure-works\diane0,Production Technician - WC10,1956-03-29,M,F,2008-03-28,False,87,63,True,c334b2d2-0c56-4906-9095-f1d07a98cbec,2014-06-30 00:00:00,/3/1/3/6/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"54,109272464,adventure-works\bonnie0,Production Technician - WC10,1986-09-10,M,F,2010-01-01,False,89,64,True,e950a52a-df61-4fec-9063-545664d65b89,2014-06-30 00:00:00,/3/1/3/7/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"55,233069302,adventure-works\taylor0,Production Supervisor - WC50,1956-04-01,M,M,2008-02-08,False,79,59,True,28f7ef89-2793-4989-b67d-25046543c1e3,2014-06-30 00:00:00,/3/1/4/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"56,652535724,adventure-works\denise0,Production Technician - WC50,1988-07-06,M,F,2009-02-05,False,9,24,True,77878c43-f16e-437d-892f-3cfcc0715a0a,2014-06-30 00:00:00,/3/1/4/1/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"57,10708100,adventure-works\frank1,Production Technician - WC50,1971-07-24,S,M,2009-02-23,False,10,25,True,b395cd84-77ba-4d3c-a49d-d9e8d6cf100b,2014-06-30 00:00:00,/3/1/4/2/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"58,571658797,adventure-works\kendall0,Production Technician - WC50,1986-05-30,M,M,2008-12-05,False,11,25,True,65207627-5521-4a8e-ad3c-b2f1b5226b85,2014-06-30 00:00:00,/3/1/4/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"59,843479922,adventure-works\bob0,Production Technician - WC50,1979-08-16,S,M,2008-12-24,False,12,26,True,68616aea-81e5-4940-a7e4-6fba882bccf6,2014-06-30 00:00:00,/3/1/4/4/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"60,827686041,adventure-works\pete0,Production Technician - WC50,1977-02-03,S,M,2009-01-11,False,13,26,True,1f1d813d-3edc-4274-8e9b-4519d71685b6,2014-06-30 00:00:00,/3/1/4/5/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"61,92096924,adventure-works\diane2,Production Technician - WC50,1989-08-09,S,F,2009-01-18,False,8,24,True,721a2921-c415-46de-9111-13f25f428b8b,2014-06-30 00:00:00,/3/1/4/6/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"62,494170342,adventure-works\john0,Production Supervisor - WC60,1956-08-07,M,M,2008-03-17,False,81,60,True,d4ed1f78-7c28-479b-bfef-a73228ba2aaa,2014-06-30 00:00:00,/3/1/5/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"63,414476027,adventure-works\maciej0,Production Technician - WC60,1955-01-30,S,M,2010-01-29,False,30,35,True,3229d93f-6a14-4bac-abc5-a91b9ecfb4d3,2014-06-30 00:00:00,/3/1/5/1/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"64,582347317,adventure-works\michael7,Production Technician - WC60,1973-09-05,S,M,2010-02-23,False,26,33,True,492b24bd-bde9-4371-b96e-ccd72264b91f,2014-06-30 00:00:00,/3/1/5/2/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"65,8066363,adventure-works\randy0,Production Technician - WC60,1970-04-28,M,M,2010-02-23,False,29,34,True,9a08108d-e039-4862-8f93-55f18017ad72,2014-06-30 00:00:00,/3/1/5/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
"66,834186596,adventure-works\karan0,Production Technician - WC60,1970-03-07,S,M,2009-12-22,False,28,34,True,08b1ba74-dd80-4fda-8327-93268b84977b,2014-06-30 00:00:00,/3/1/5/4/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': []}, 'loginid': {'type': 'character varying', 'constraints': []}, 'jobtitle': {'type': 'character varying', 'constraints': []}, 'birthdate': {'type': 'date', 'constraints': ['CHECK']}, 'maritalstatus': {'type': 'character', 'constraints': ['CHECK']}, 'gender': {'type': 'character', 'constraints': ['CHECK']}, 'hiredate': {'type': 'date', 'constraints': ['CHECK']}, 'salariedflag': {'type': 'boolean', 'constraints': []}, 'vacationhours': {'type': 'smallint', 'constraints': ['CHECK']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['CHECK']}, 'currentflag': {'type': 'boolean', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}, 'organizationnode': {'type': 'character varying', 'constraints': []}}"
